REF,ROD,HORA,JOGO,ESTÁDIO,CIDADE,UF,DATA,DIA,TimeMandante,UF_M,Gols_M,Gols_V,TimeVisitante,UF_V,GolMandante,GolVisitante,ROD_NUM
292,30ª,21:30,Cruzeiro                        MG 1  x  1  Bahia                            BA,Mineirão,Belo Horizonte,MG,18/10,sex,Cruzeiro,MG,1,1,Bahia,BA,Cruzeiro MG - 1,Bahia BA - 1,30
291,30ª,16:00,Internacional                 RS  1  x  0  Grêmio                         RS,Beira-Rio,Porto Alegre,RS,18/10,sex,Internacional,RS,1,0,Grêmio,RS,Internacional RS - 1,Grêmio RS - 0,30
293,30ª,16:00,Vitória                           BA  1  x  0  Red Bull Bragantino    SP,Manoel Barradas,Salvador,BA,18/10,sex,Vitória,BA,1,0,Red Bull Bragantino,SP,Vitória BA - 1,Red Bull Bragantino SP - 0,30
300,30ª,20:00,Juventude                     RS  3  x  5  Palmeiras                     SP,Alfredo Jaconi,Caxias do Sul,RS,20/10,dom,Juventude,RS,3,5,Palmeiras,SP,Juventude RS - 3,Palmeiras SP - 5,30
301,31ª,16:30,Grêmio                          RS  3  x  1  Atlético                         GO,Arena do Grêmio,Porto Alegre,RS,2025-10-26 00:00:00,sab,Grêmio,RS,3,1,Atlético,GO,Grêmio RS - 3,Atlético GO - 1,31
303,31ª,16:30,Vitória                           BA  2  x  1  Fluminense                  RJ,Manoel Barradas,Salvador,BA,2025-10-26 00:00:00,sab,Vitória,BA,2,1,Fluminense,RJ,Vitória BA - 2,Fluminense RJ - 1,31
304,31ª,16:30,Flamengo                     RJ  4  x  2  Juventude                    RS,Maracanã,Rio de Janeiro,RJ,2025-10-26 00:00:00,sab,Flamengo,RJ,4,2,Juventude,RS,Flamengo RJ - 4,Juventude RS - 2,31
306,31ª,16:30,Palmeiras                     SP  2  x  2  Fortaleza                      CE,Allianz Parque,São Paulo,SP,2025-10-26 00:00:00,sab,Palmeiras,SP,2,2,Fortaleza,CE,Palmeiras SP - 2,Fortaleza CE - 2,31
308,31ª,18:30,Athletico                       PR  3  x  0  Cruzeiro                       MG,Ligga Arena,Curitiba,PR,2025-10-26 00:00:00,sab,Athletico,PR,3,0,Cruzeiro,MG,Athletico PR - 3,Cruzeiro MG - 0,31
302,31ª,19:00,Atlético                          MG 1  x  3  Internacional                RS,Arena MRV,Belo Horizonte,MG,2025-10-26 00:00:00,sab,Atlético,MG,1,3,Internacional,RS,Atlético MG - 1,Internacional RS - 3,31
307,31ª,19:00,Red Bull Bragantino     SP  0  x  1  Botafogo                      RJ,Nabi Abi Chedid,Bragança Paulista,SP,2025-10-26 00:00:00,sab,Red Bull Bragantino,SP,0,1,Botafogo,RJ,Red Bull Bragantino SP - 0,Botafogo RJ - 1,31
310,31ª,21:00,Criciúma                       SC  1  x  1  São Paulo                    SP,Heriberto Hulse,Criciúma,SC,2025-10-26 00:00:00,sab,Criciúma,SC,1,1,São Paulo,SP,Criciúma SC - 1,São Paulo SP - 1,31
309,31ª,19:00,Cuiabá                          MT  0  x  1  Corinthians                   SP,Arena Pantanal,Cuiabá,MT,28/10,seg,Cuiabá,MT,0,1,Corinthians,SP,Cuiabá MT - 0,Corinthians SP - 1,31
305,31ª,21:00,Vasco da Gama           RJ  3  x  2  Bahia                            BA,São Januário,Rio de Janeiro,RJ,28/10,seg,Vasco da Gama,RJ,3,2,Bahia,BA,Vasco da Gama RJ - 3,Bahia BA - 2,31
314,32ª,21:00,Fluminense                   RJ  2  x  2  Grêmio                         RS,Maracanã,Rio de Janeiro,RJ,01/11,sex,Fluminense,RJ,2,2,Grêmio,RS,Fluminense RJ - 2,Grêmio RS - 2,32
317,32ª,16:00,Red Bull Bragantino     SP  0  x  0  Cuiabá                          MT,Nabi Abi Chedid,Bragança Paulista,SP,01/11,sex,Red Bull Bragantino,SP,0,0,Cuiabá,MT,Red Bull Bragantino SP - 0,Cuiabá MT - 0,32
318,32ª,18:30,Athletico                       PR  1  x  2  Vitória                           BA,Ligga Arena,Curitiba,PR,01/11,sex,Athletico,PR,1,2,Vitória,BA,Athletico PR - 1,Vitória BA - 2,32
320,32ª,18:30,Juventude                     RS  0  x  3  Fortaleza                      CE,Alfredo Jaconi,Caxias do Sul,RS,01/11,sex,Juventude,RS,0,3,Fortaleza,CE,Juventude RS - 0,Fortaleza CE - 3,32
316,32ª,20:00,Corinthians                   SP  2  x  0  Palmeiras                     SP,Neo Química Arena,São Paulo,SP,04/11,seg,Corinthians,SP,2,0,Palmeiras,SP,Corinthians SP - 2,Palmeiras SP - 0,32
